sci_name,com_name,class_name,common_name_de,common_name_es,common_name_pl,common_name_fr,common_name_nl,common_name_ru,common_name_ja,common_name_cs,common_name_ca,common_name_pt,common_name_no,common_name_bg,common_name_sv,common_name_da,common_name_tr,common_name_sk,common_name_sr,common_name_uk,common_name_zh-CN,common_name_fi,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et
Chorthippus albomarginatus,Lesser Marsh Grasshopper,Insecta,Weißrandiger Grashüpfer,Saltamontes menor de los pantanos,Konik wszędobylski,Criquet marginé,kustsprinkhaan,конёк белоокаймлённый,Lesser Marsh Grasshopper,saranče bělopruhá,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,strandenggresshoppe,Lesser Marsh Grasshopper,strandängsgräshoppa,Strandengsgræshoppe,Lesser Marsh Grasshopper,koník bielopásy,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,白边雏蝗,rantaheinäsirkka,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,Baltajuostis skėriukas,Lesser Marsh Grasshopper,Lesser Marsh Grasshopper,Sale-rohutirts
Chorthippus apicalis,Chorthippus apicalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorthippus apricarius,Locomotive Grasshopper,Insecta,Feldgrashüpfer,Locomotive Grasshopper,Konik ciepluszek,Criquet des adrets,Locomotiefje,Конек бурый,Locomotive Grasshopper,saranče širokokřídlá,Locomotive Grasshopper,Locomotive Grasshopper,Locomotive Grasshopper,Locomotive Grasshopper,solgräshoppa,Solgræshoppe,Locomotive Grasshopper,koník poľný,Locomotive Grasshopper,Locomotive Grasshopper,Locomotive Grasshopper,puksuheinäsirkka,Locomotive Grasshopper,Locomotive Grasshopper,Locomotive Grasshopper,Locomotive Grasshopper,Planinski livadni skakavac,Dirvoninis skėriukas,Locomotive Grasshopper,Locomotive Grasshopper,Pruun rohutirts
Chorthippus biguttulus,Bow-winged Grasshopper,Insecta,Nachtigall-Grashüpfer,Bow-winged Grasshopper,Konik pospolity,Criquet mélodieux,ratelaar,Конёк изменчивый,ヒナバッタ,saranče měnlivá,Bow-winged Grasshopper,Bow-winged Grasshopper,slåttegresshoppe,Bow-winged Grasshopper,slåttergräshoppa,Syngende markgræshoppe,Bow-winged Grasshopper,koník obyčajný,Bow-winged Grasshopper,Bow-winged Grasshopper,雏飞蝗,ahoheinäsirkka,Bow-winged Grasshopper,Bow-winged Grasshopper,Bow-winged Grasshopper,Bow-winged Grasshopper,Širokokrili livadni skakavac,Paprastasis skėriukas,ملخ بالکمانی,Bow-winged Grasshopper,Harilik rohutirts
Chorthippus binotatus,Chorthippus binotatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorthippus bornhalmi,Chorthippus bornhalmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorthippus brunneus,Common Field Grasshopper,Insecta,Brauner Grashüpfer,Saltamontes de Campo Común,Konik brunatny,Criquet duettiste,bruine sprinkhaan,Конёк обыкновенный,Common Field Grasshopper,saranče dlouhokřídlá,Common Field Grasshopper,Common Field Grasshopper,gråbrun markgresshoppe,Common Field Grasshopper,backgräshoppa,Almindelig markgræshoppe,Common Field Grasshopper,Koník hnedý,Common Field Grasshopper,Коник польовий,Common Field Grasshopper,ketoheinäsirkka,Common Field Grasshopper,Common Field Grasshopper,Common Field Grasshopper,Common Field Grasshopper,Dugokrili livadni skakavac,Rusvasis skėriukas,Common Field Grasshopper,Common Field Grasshopper,Kahevärviline rohutirts
Chorthippus dichrous,Chorthippus dichrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorthippus dorsatus,Steppe Grasshopper,Insecta,Wiesengrashüpfer,Steppe Grasshopper,Konik osiodłany,Criquet verte-échine,Weidesprinkhaan,Конёк луговой,Steppe Grasshopper,saranče luční,Steppe Grasshopper,Steppe Grasshopper,Steppe Grasshopper,Steppe Grasshopper,sydängsgräshoppa,Stor enggræshoppe,Steppe Grasshopper,koník lúčny,Steppe Grasshopper,Steppe Grasshopper,Steppe Grasshopper,piennarheinäsirkka,Steppe Grasshopper,Steppe Grasshopper,Steppe Grasshopper,Steppe Grasshopper,Zeleni livadni skakavac,Ganyklinis skėriukas,Steppe Grasshopper,Steppe Grasshopper,Niidu-rohutirts
Chorthippus jucundus,Chorthippus jucundus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorthippus maritimus,Maritime Grasshopper,Insecta,Maritime Grasshopper,Maritime Grasshopper,konik nadmorski,Maritime Grasshopper,Maritime Grasshopper,Конёк приморский,ヒナバッタ,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,华北雏蝗,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Primorski dugokrili livadni skakavac,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper,Maritime Grasshopper
Chorthippus mollis,Lesser Grasshopper,Insecta,Verkannter Grashüpfer,Lesser Grasshopper,Konik sucholubny,Criquet des pelouses,snortikker,конёк малый,Lesser Grasshopper,saranče štíhlá,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper,Sydlig markgræshoppe,Lesser Grasshopper,koník suchomilný,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper,paisteheinäsirkka,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper,Mali livadni skakavac,Vėlyvasis skėriukas,Lesser Grasshopper,Lesser Grasshopper,Lesser Grasshopper
Pseudochorthippus parallelus,Meadow Grasshopper,Insecta,Gemeiner Grashüpfer,Saltamontes de los Prados,Konik wąsacz,Criquet des pâtures,Krasser,Конек короткокрылый,Meadow Grasshopper,saranče obecná,Meadow Grasshopper,Meadow Grasshopper,enggresshoppe,Meadow Grasshopper,kortvingad ängsgräshoppa,Enggræshoppe,Meadow Grasshopper,koník dlhotykadlový,Meadow Grasshopper,Коник лучний,Meadow Grasshopper,Nurmiheinäsirkka,Meadow Grasshopper,Meadow Grasshopper,Meadow Grasshopper,Meadow Grasshopper,Obični livadni skakavac,Pievinis skėriukas,Meadow Grasshopper,Meadow Grasshopper,Lühitiib-rohutirts
Chorthippus vagans,Heath Grasshopper,Insecta,Steppengrashüpfer,Heath Grasshopper,Konik leśny,Criquet des Pins,Steppesprinkhaan,Конёк бродячий,Heath Grasshopper,saranče lesní,Saltamartí de pineda,Gafanhoto-cantor-das-charnecas,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Steppegræshoppe,Heath Grasshopper,koník lesný,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Velikouhi livadni skakavac,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper,Heath Grasshopper
Chremistica ochracea,Peaceful Cicada,Insecta,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,ハゴロモゼミ,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,安蝉,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada,Peaceful Cicada
Chroicocephalus brunnicephalus,Brown-headed Gull,Aves,Braunkopfmöwe,Gaviota Centroasiática,mewa tybetańska,Mouette du Tibet,Bruinkopmeeuw,Буроголовая чайка,チャガシラカモメ,racek hnědohlavý,gavina del Tibet,gaivota-do-índico,asiahettemåke,Кафявоглава чайка,brunhuvad mås,Brunhovedet Måge,Hint Martısı,čajka hnedohlavá,Azijski smeđoglavi galeb,Мартин буроголовий,棕头鸥,tiibetinlokki,Gaviota centroasiática,Gaviota Centroasiática,Gaviota Centroasiática,Gaivota-do-índico,planinski galeb,Tibetinis kiras,کاکایی سرقهوه‌ای,Gwylan benfrown India,mägikajakas
Chroicocephalus bulleri,Black-billed Gull,Aves,Maorimöwe,Gaviota Maorí,mewa czarnodzioba,Mouette de Buller,Zwartsnavelmeeuw,Маорийская чайка,ハシグロカモメ,racek černozobý,gavina de Buller,black-billed gull,maorimåke,Новозеландска чайка,svartnäbbad mås,Maorimåge,Yeni Zelanda Martısı,čajka jazerná,Crnokljuni galeb,Мартин чорнодзьобий,新西兰黑嘴鸥,uudenseelanninlokki,Gaviota maorí,Gaviota Maorí,Gaviota Maorí,Black-billed gull,crnokljuni galeb,Bulerio kiras,کاکایی نوکسیاه,Black-billed Gull,jõgikajakas
Chroicocephalus cirrocephalus,Gray-hooded Gull,Aves,Graukopfmöwe,Gaviota Cabecigrís,mewa szarogłowa,Mouette à tête grise,Grijskopmeeuw,Сероголовая чайка,ズアオカモメ,racek šedohlavý,gavina capgrisa,gaivota-de-cabeça-cinza,gråhodemåke,Сивоглава чайка,gråhuvad mås,Gråhovedet Måge,Gri Başlı Martı,čajka sivohlavá,Sivoglavi galeb,Мартин сіроголовий,灰头鸥,harmaapäälokki,Gaviota cabecigrís,Gaviota Cabecigrís,Gaviota Cabecigrís,Gaivota-de-cabeça-cinzenta,sivoglavi galeb,Pilkagalvis kiras,کاکایی سرخاکستری,Gray-hooded Gull,hallpea-kajakas
Chroicocephalus genei,Slender-billed Gull,Aves,Dünnschnabelmöwe,Gaviota Picofina,mewa cienkodzioba,Goéland railleur,Dunbekmeeuw,Морской голубок,ハシボソカモメ,racek tenkozobý,gavina capblanca,gaivota-de-bico-fino,smalnebbmåke,Тънкоклюна чайка,långnäbbad mås,Tyndnæbbet Måge,İnce Gagalı Martı,čajka tenkozobá,Tankokljuni galeb,Мартин тонкодзьобий,细嘴鸥,kaitanokkalokki,Gaviota picofina,Gaviota Picofina,Gaviota Picofina,Gaivota-de-bico-fino,tankokljuni galeb,Laibasnapis kiras,کاکایی صورتی,Gwylan ylfinfain,salenokk-kajakas
Chroicocephalus hartlaubii,Hartlaub's Gull,Aves,Hartlaubmöwe,Gaviota Plateada Sudafricana,mewa przylądkowa,Mouette de Hartlaub,Hartlaubmeeuw,Капская чайка,アフリカギンカモメ,racek kapský,gavina de Hartlaub,hartlaub's gull,namibmåke,Намибска чайка,kapmås,Namibmåge,Hartlaub Martısı,čajka kráľovská,Hartlaubov galeb,Мартин намібійський,哈氏鸥,namibianlokki,Gaviota plateada sudafricana,Gaviota Plateada Sudafricana,Gaviota Plateada Sudafricana,Hartlaub's gull,južnoafrički galeb,Hartlaubo kiras,کاکایی هارتلاب,Gwylan Hartlaub,kapimaa kajakas
Chroicocephalus maculipennis,Brown-hooded Gull,Aves,Patagonienmöwe,Gaviota Cahuil,mewa patagońska,Mouette de Patagonie,Patagonische kokmeeuw,Патагонская чайка,ミナミユリカモメ,racek patagonský,gavina de la Patagònia,gaivota-maria-velha,sørhettemåke,Патагонска чайка,patagonienmås,Argentinsk Hættemåge,Kahverengi Başlı Martı,čajka hnedokuklá,Smeđoglavi galeb,Мартин патагонський,褐头鸥,eteläamerikanlokki,Gaviota cahuil,Gaviota Cahuil,Gaviota de Capucha Café,Gaivota-maria-velha,smeđoglavi galeb,Patagoninis kiras,کاکایی قهوهایوشم,Gwylan benfrown De America,pampakajakas
Chroicocephalus novaehollandiae,Silver Gull,Aves,Silberkopfmöwe,Gaviota Plateada Australiana,mewa czerwonodzioba,Mouette argentée,Witkopmeeuw,Австралийская чайка,ギンカモメ,racek australský,gavina australiana,silver gull,australmåke,Австралийска чайка,silvermås,Perlegrå Måge,Avustralya Martısı,čajka striebrohlavá,Crvenokljuni galeb,Мартин австралійський,澳洲红嘴鸥,hopealokki,Gaviota plateada australiana,Silver Gull,Gaviota Plateada Australiana,Silver gull,australski galeb,Australinis kiras,کاکایی نقرهای,Gwylan arian,punanokk-kajakas
Chroicocephalus philadelphia,Bonaparte's Gull,Aves,Bonapartemöwe,Gaviota de Bonaparte,mewa kanadyjska,Mouette de Bonaparte,Kleine kokmeeuw,Бонапартова чайка,ボナパルトカモメ,racek Bonapartův,gavina de Bonaparte,guincho-americano,kanadahettemåke,Бонапартова чайка,trädmås,Bonapartemåge,Küçük Karabaş Martı,čajka čiernozobá,Bonapartin galeb,Мартин канадський,博氏鸥,kuusilokki,Gaviota de Bonaparte,Gaviota de Bonaparte,Gaviota de Bonaparte,Guincho-americano,šumski galeb,Bonaparto kiras,کاکایی بناپارت,Gwylan Bonaparte,kuusekajakas
Chroicocephalus ridibundus,Black-headed Gull,Aves,Lachmöwe,Gaviota Reidora,śmieszka,Mouette rieuse,Kokmeeuw,Озёрная чайка,ユリカモメ,racek chechtavý,gavina riallera,gaivota-de-capuz-escuro,hettemåke,Речна чайка,skrattmås,Hættemåge,Karabaş Martı,čajka smejivá,Obični galeb,Мартин звичайний,红嘴鸥,naurulokki,Gaviota reidora,Gaviota Encapuchada,Black-headed Gull,Guincho-comum,riječni galeb,Rudagalvis kiras,کاکایی سرسیاه کوچک,Gwylan benddu,naerukajakas
Saundersilarus saundersi,Saunders's Gull,Aves,Saundersmöwe,Gaviota de Saunders,mewa chińska,Mouette de Saunders,Saundersmeeuw,Китайская чайка,ズグロカモメ,racek čínský,gavina de Saunders,saunders's gull,gulehavsmåke,Китайска чайка,mingmås,Kinesisk Dværgmåge,Saunders Martısı,čajka krátkozobá,Soundersov galeb,Мартин китайський,黑嘴鸥,kiinannaurulokki,Gaviota de Saunders,Gaviota de Saunders,Gaviota de Saunders,Saunders's gull,kratkokljuni galeb,Kininis kiras,کاکایی ساندرز,Saunders's Gull,hiina kajakas
Chroicocephalus serranus,Andean Gull,Aves,Andenmöwe,Gaviota Andina,mewa andyjska,Mouette des Andes,Andesmeeuw,Андская чайка,アンデスカモメ,racek andský,gavina andina,andean gull,andesmåke,Андска чайка,andinsk mås,Andesmåge,And Martısı,čajka červenonohá,Andski galeb,Мартин андський,安第斯鸥,andienlokki,Gaviota andina,Gaviota Andina,Gaviota Andina,Andean gull,andski galeb,Andinis kiras,کاکایی آند,Gwylan yr Andes,andi kajakas
Chrysochraon dispar,Gold Grasshopper,Insecta,Große Goldschrecke,Gold Grasshopper,Złotawek nieparek,Criquet des clairières,Gouden sprinkhaan,Зеленчук непарный,Gold Grasshopper,saranče zlatavá,Gold Grasshopper,Gold Grasshopper,Gold Grasshopper,Gold Grasshopper,guldgräshoppa,Stor Guldgræshoppe,Gold Grasshopper,koník fialovonohý,Gold Grasshopper,зеленчук непарний,大绿洲蝗,kultaheinäsirkka,Gold Grasshopper,Gold Grasshopper,Gold Grasshopper,Gold Grasshopper,Veliki zlatni skakavac,Neporinis skėriukas,Gold Grasshopper,Gold Grasshopper,Kuldtirts
Chrysococcyx caprius,Dideric Cuckoo,Aves,Goldkuckuck,Cuclillo Didric,kukułeczka pstra,Coucou didric,Diederikkoekoek,Пегая кукушка,ブロンズミドリカッコウ,kukačka lesklá,cucut maragda pitblanc,cuco-bronzeado-grande,diderikgjøk,Златиста кукувица,didrikglansgök,Guldgøg,Sürmeli Zümrüt Guguğu,kukučka zlatá,Kukavica didrik,Дідрик білощокий,白眉金鹃,kuparikäki,Cuclillo didric,Cuclillo Didric,Cuclillo Didric,Cuco-bronzeado-grande,zelenoleđa kukavica,Paprastoji bronzinė gegutė,کوکوی دیدریک,Cog didric,valgerind-rohekägu
Chrysococcyx cupreus,African Emerald Cuckoo,Aves,Smaragdkuckuck,Cuclillo Esmeralda Africano,kukułeczka złocista,Coucou foliotocol,Smaragdkoekoek,Желтобрюхая кукушка,ミドリカッコウ,kukačka žlutobřichá,cucut maragda ventregroc,cuco-esmeraldino,smaragdgjøk,Африканска смарагдова кукувица,smaragdglansgök,Gulbuget Gøg,Afrika Zümrüt Guguğu,kukučka zelená,Afrička smaragdna kukavica,Дідрик жовтогрудий,黄腹金鹃,smaragdikäki,Cuclillo esmeralda africano,Cuclillo Esmeralda Africano,Cuclillo Esmeralda Africano,Cuco-esmeraldino,žutotrba kukavica,Smaragdinė gegutė,کوکو زمردین آفریقایی,Cog emrallt,kuldkõht-rohekägu
Chrysococcyx flavigularis,Yellow-throated Cuckoo,Aves,Gelbkehlkuckuck,Cuclillo Gorjigualdo,kukułeczka żółtogardła,Coucou à gorge jaune,Geelkeelkoekoek,Желтогорлая кукушка,キノドミドリカッコウ,kukačka žlutohrdlá,cucut gorjagroc,yellow-throated cuckoo,gulstrupegjøk,Жълтогуша кукувица,gulstrupig glansgök,Gulstrubet Bronzegøg,Sarı Gerdanlı Guguk,kukučka žltohrdlá,Žutogrla kukavica,Дідрик жовтогорлий,黄喉金鹃,viherkäki,Cuclillo gorjigualdo,Cuclillo Gorjigualdo,Cuclillo Gorjigualdo,Yellow-throated cuckoo,žutogrla kukavica,Geltongurklė bronzinė gegutė,کوکوی گلوزرد,Cog yddf-felen,kuldkurk-kägu
Chrysococcyx klaas,Klaas's Cuckoo,Aves,Klaaskuckuck,Cuclillo de Klaas,kukułeczka białobrzucha,Coucou de Klaas,Klaaskoekoek,Белобрюхая кукушка,シロハラミドリカッコウ,kukačka Klaasova,cucut maragda de Klaas,cuco-bronzeado-pequeno,grønngjøk,Зелена кукувица,grönglansgök,Hvidbuget Smaragdgøg,Yeşil Beyaz Guguk,kukučka zeleno-biela,Klaasova kukavica,Дідрик білочеревий,白腹金鹃,malakiittikäki,Cuclillo de Klaas,Cuclillo de Klaas,Cuclillo de Klaas,Cuco-bronzeado-pequeno,zelena kukavica,Žalianugarė bronzinė gegutė,کوکوی کلاس,Cog Klaas,väike-rohekägu
Chrysococcyx maculatus,Asian Emerald Cuckoo,Aves,Prachtkuckuck,Cuclillo Esmeralda Asiático,kukułeczka szmaragdowa,Coucou émeraude,Gevlekte bronskoekoek,Изумрудная кукушка,ミドリテリカッコウ,kukačka smaragdová,cucut maragda asiàtic,asian emerald cuckoo,beryllgjøk,Азиатска смарагдова кукувица,beryllglansgök,Grøn Bronzegøg,Asya Zümrüt Guguğu,kukučka smaragdová,Azijska smaragdna kukavica,Дідрик смарагдовий,翠金鹃,jadekäki,Cuclillo esmeralda asiático,Cuclillo Esmeralda Asiático,Cuclillo Esmeralda Asiático,Asian emerald cuckoo,smaragdna kukavica,Dryžoji bronzinė gegutė,کوکوی زمردی آسیایی,Cog werdd frech,smaragdkägu
Chalcites megarhynchus,Long-billed Cuckoo,Aves,Langschnabelkuckuck,Cuclillo Piquilargo,kukułeczka długodzioba,Coucou à long bec,Langsnavelkoekoek,Длинноклювая кукушка,ハシナガヒメカッコウ,kukačka dlouhozobá,cucut becllarg,long-billed cuckoo,langnebbgjøk,Дългоклюна бронзова кукувица,långnäbbad glansgök,Langnæbbet Gøg,Uzun Gagalı Guguk,kukučka dlhozobá,Dugokljuna kukavica,Зозуля довгодзьоба,小长嘴鹃,pitkänokkakäki,Cuclillo piquilargo,Cuclillo Piquilargo,Cuclillo Piquilargo,Long-billed cuckoo,dugokljuna kukavica,Ilgasnapė gegutė,Long-billed Cuckoo,Long-billed Cuckoo,pikknokk-kägu
